enzyme_id,enzyme_name,enzyme_score,score_std,degree,score_MEAN_importance,score_MAX_importance,supporting_metabolites,selection_frequency
ec:1.2.1.26,"2,5-dioxovalerate dehydrogenase",1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:1.4.3.15,D-glutamate(D-aspartate) oxidase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:1.4.1.2,glutamate dehydrogenase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:2.6.1.4,glycine transaminase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:1.1.99.2,L-2-hydroxyglutarate dehydrogenase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:2.6.1.2,alanine transaminase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:1.4.1.14,glutamate synthase (NADH),1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:4.1.1.71,2-oxoglutarate decarboxylase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:2.3.3.14,homocitrate synthase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:1.4.1.13,glutamate synthase (NADPH),1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:1.4.1.4,glutamate dehydrogenase (NADP+),1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:1.4.3.11,L-glutamate oxidase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:2.2.1.5,2-hydroxy-3-oxoadipate synthase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:2.6.1.44,alanine---glyoxylate transaminase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:2.6.1.36,L-lysine 6-transaminase,1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:1.4.1.3,glutamate dehydrogenase [NAD(P)+],1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:1.4.7.1,glutamate synthase (ferredoxin),1.0942945350124724e-06,7.75232083340074e-07,1,1.0942945350124724e-06,1.0942945350124724e-06,alpha-ketoglutarate,6
ec:2.4.2.8,hypoxanthine phosphoribosyltransferase,1.0938043013532496e-06,7.260718922776082e-07,1,1.0938043013532496e-06,1.0938043013532496e-06,hypoxanthine,6
ec:3.2.2.2,inosine nucleosidase,1.0938043013532496e-06,7.260718922776082e-07,1,1.0938043013532496e-06,1.0938043013532496e-06,hypoxanthine,6
ec:3.5.4.2,adenine deaminase,1.0938043013532496e-06,7.260718922776082e-07,1,1.0938043013532496e-06,1.0938043013532496e-06,hypoxanthine,6
ec:3.2.2.12,inosinate nucleosidase,1.0938043013532496e-06,7.260718922776082e-07,1,1.0938043013532496e-06,1.0938043013532496e-06,hypoxanthine,6
ec:2.4.2.4,thymidine phosphorylase,1.0938043013532496e-06,7.260718922776082e-07,1,1.0938043013532496e-06,1.0938043013532496e-06,hypoxanthine,6
ec:1.17.1.4,xanthine dehydrogenase,1.0938043013532496e-06,7.260718922776082e-07,1,1.0938043013532496e-06,1.0938043013532496e-06,hypoxanthine,6
ec:3.2.2.26,futalosine hydrolase,1.0938043013532496e-06,7.260718922776082e-07,1,1.0938043013532496e-06,1.0938043013532496e-06,hypoxanthine,6
ec:2.4.2.44,S-methyl-5'-thioinosine phosphorylase,1.0938043013532496e-06,7.260718922776082e-07,1,1.0938043013532496e-06,1.0938043013532496e-06,hypoxanthine,6
ec:6.3.4.5,argininosuccinate synthase,1.0894623551617723e-06,7.604339566428453e-07,1,1.0894623551617723e-06,1.0894623551617723e-06,citrulline,6
ec:3.5.1.16,acetylornithine deacetylase,1.0894623551617723e-06,7.604339566428453e-07,1,1.0894623551617723e-06,1.0894623551617723e-06,citrulline,6
ec:1.14.14.47,nitric-oxide synthase (flavodoxin),1.0894623551617723e-06,7.604339566428453e-07,1,1.0894623551617723e-06,1.0894623551617723e-06,citrulline,6
ec:1.14.13.39,nitric-oxide synthase (NADPH),1.0894623551617723e-06,7.604339566428453e-07,1,1.0894623551617723e-06,1.0894623551617723e-06,citrulline,6
ec:3.5.3.18,dimethylargininase,1.0894623551617723e-06,7.604339566428453e-07,1,1.0894623551617723e-06,1.0894623551617723e-06,citrulline,6
ec:3.5.1.20,citrullinase,1.0894623551617723e-06,7.604339566428453e-07,1,1.0894623551617723e-06,1.0894623551617723e-06,citrulline,6
ec:2.1.3.3,ornithine carbamoyltransferase,1.0894623551617723e-06,7.604339566428453e-07,1,1.0894623551617723e-06,1.0894623551617723e-06,citrulline,6
ec:3.5.3.6,arginine deiminase,1.0894623551617723e-06,7.604339566428453e-07,1,1.0894623551617723e-06,1.0894623551617723e-06,citrulline,6
ec:6.3.2.44,pantoate---beta-alanine ligase (ADP-forming),1.0875182125378775e-06,7.566964006947775e-07,1,1.0875182125378775e-06,1.0875182125378775e-06,pantothenate,6
ec:3.5.1.92,pantetheine hydrolase,1.0875182125378775e-06,7.566964006947775e-07,1,1.0875182125378775e-06,1.0875182125378775e-06,pantothenate,6
ec:3.5.1.22,pantothenase,1.0875182125378775e-06,7.566964006947775e-07,1,1.0875182125378775e-06,1.0875182125378775e-06,pantothenate,6
ec:6.3.2.1,pantoate---beta-alanine ligase (AMP-forming),1.0875182125378775e-06,7.566964006947775e-07,1,1.0875182125378775e-06,1.0875182125378775e-06,pantothenate,6
ec:2.7.1.33,pantothenate kinase,1.0875182125378775e-06,7.566964006947775e-07,1,1.0875182125378775e-06,1.0875182125378775e-06,pantothenate,6
ec:2.1.2.7,D-alanine 2-hydroxymethyltransferase,1.0701805941380298e-06,7.685051306549017e-07,1,1.0701805941380298e-06,1.0701805941380298e-06,2-methylserine,6
ec:2.4.1.17,glucuronosyltransferase,1.0684182201657055e-06,7.274040144823173e-07,1,1.0684182201657055e-06,1.0684182201657055e-06,androsterone glucuronide,6
ec:2.8.2.14,bile-salt sulfotransferase,1.0650148924451446e-06,7.812079290636214e-07,1,1.0650148924451446e-06,1.0650148924451446e-06,lithocholic acid sulfate (2),6
ec:3.5.2.1,barbiturase,1.062138027362407e-06,7.159961054864033e-07,1,1.062138027362407e-06,1.062138027362407e-06,ethylmalonate,6
ec:3.1.2.17,(S)-methylmalonyl-CoA hydrolase,1.062138027362407e-06,7.159961054864033e-07,1,1.062138027362407e-06,1.062138027362407e-06,ethylmalonate,6
ec:4.1.3.6,citrate (pro-3S)-lyase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:6.3.2.38,N2-citryl-N6-acetyl-N6-hydroxylysine synthase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:2.3.3.5,2-methylcitrate synthase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:4.2.1.3,aconitate hydratase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:2.8.3.10,citrate CoA-transferase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:2.3.3.16,citrate synthase (unknown stereospecificity),1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:6.3.2.57,staphyloferrin A synthase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:2.3.3.3,citrate (Re)-synthase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:6.3.2.54,"L-2,3-diaminopropanoate---citrate ligase",1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:2.3.3.1,citrate (Si)-synthase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:6.3.1.17,beta-citrylglutamate synthase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:2.3.3.8,ATP citrate synthase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:6.3.2.58,D-ornithine---citrate ligase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:6.2.1.18,citrate---CoA ligase,1.05532066694959e-06,7.456304341126026e-07,1,1.05532066694959e-06,1.05532066694959e-06,citrate,6
ec:1.14.16.1,phenylalanine 4-monooxygenase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:6.3.2.24,tyrosine---arginine ligase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:4.3.1.23,tyrosine ammonia-lyase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:1.3.1.79,arogenate dehydrogenase [NAD(P)+],1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:5.4.3.6,"tyrosine 2,3-aminomutase",1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:1.14.16.2,tyrosine 3-monooxygenase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:1.11.1.8,iodide peroxidase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:4.1.99.2,tyrosine phenol-lyase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:1.3.1.78,arogenate dehydrogenase (NADP+),1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:1.10.3.1,catechol oxidase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:4.1.1.28,aromatic-L-amino-acid decarboxylase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:1.14.18.1,tyrosinase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:6.3.2.25,tubulin---tyrosine ligase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:4.1.1.25,tyrosine decarboxylase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:1.3.1.43,arogenate dehydrogenase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:4.3.1.25,phenylalanine/tyrosine ammonia-lyase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:1.14.14.36,tyrosine N-monooxygenase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:6.1.1.1,tyrosine---tRNA ligase,1.054396764552318e-06,7.027076988917439e-07,1,1.054396764552318e-06,1.054396764552318e-06,tyrosine,6
ec:2.3.1.14,glutamine N-phenylacetyltransferase,1.053043403077259e-06,7.327175380676386e-07,1,1.053043403077259e-06,1.053043403077259e-06,N-acetylglutamate,6
ec:6.3.3.6,carbapenam-3-carboxylate synthase,1.0500736829479852e-06,7.382890492036669e-07,1,1.0500736829479852e-06,1.0500736829479852e-06,N-methylproline,6
ec:2.3.1.226,carboxymethylproline synthase,1.0500736829479852e-06,7.382890492036669e-07,1,1.0500736829479852e-06,1.0500736829479852e-06,N-methylproline,6
ec:1.3.5.2,dihydroorotate dehydrogenase (quinone),1.044771740742755e-06,7.514463178269477e-07,1,1.044771740742755e-06,1.044771740742755e-06,orotate,6
ec:2.4.2.10,orotate phosphoribosyltransferase,1.044771740742755e-06,7.514463178269477e-07,1,1.044771740742755e-06,1.044771740742755e-06,orotate,6
ec:1.3.1.14,dihydroorotate dehydrogenase (NAD+),1.044771740742755e-06,7.514463178269477e-07,1,1.044771740742755e-06,1.044771740742755e-06,orotate,6
ec:1.3.1.15,dihydroorotate dehydrogenase (NADP+),1.044771740742755e-06,7.514463178269477e-07,1,1.044771740742755e-06,1.044771740742755e-06,orotate,6
ec:2.6.1.100,L-glutamine:2-deoxy-scyllo-inosose aminotransferase,1.0372200815641126e-06,7.515505893720135e-07,1,1.0372200815641126e-06,1.0372200815641126e-06,alpha-ketoglutaramate*,6
ec:2.6.1.101,"L-glutamine:3-amino-2,3-dideoxy-scyllo-inosose aminotransferase",1.0372200815641126e-06,7.515505893720135e-07,1,1.0372200815641126e-06,1.0372200815641126e-06,alpha-ketoglutaramate*,6
ec:2.6.1.117,L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase,1.0372200815641126e-06,7.515505893720135e-07,1,1.0372200815641126e-06,1.0372200815641126e-06,alpha-ketoglutaramate*,6
ec:2.6.1.64,glutamine---phenylpyruvate transaminase,1.0372200815641126e-06,7.515505893720135e-07,1,1.0372200815641126e-06,1.0372200815641126e-06,alpha-ketoglutaramate*,6
ec:2.6.1.50,glutamine---scyllo-inositol transaminase,1.0372200815641126e-06,7.515505893720135e-07,1,1.0372200815641126e-06,1.0372200815641126e-06,alpha-ketoglutaramate*,6
ec:2.6.1.15,glutamine---pyruvate transaminase,1.0372200815641126e-06,7.515505893720135e-07,1,1.0372200815641126e-06,1.0372200815641126e-06,alpha-ketoglutaramate*,6
ec:4.2.1.6,galactonate dehydratase,9.82491777954973e-07,7.479761904255243e-07,1,9.82491777954973e-07,9.82491777954973e-07,galactonate,6
ec:3.1.1.25,"1,4-lactonase",9.82491777954973e-07,7.479761904255243e-07,1,9.82491777954973e-07,9.82491777954973e-07,galactonate,6
ec:1.1.3.9,galactose oxidase,9.82491777954973e-07,7.479761904255243e-07,1,9.82491777954973e-07,9.82491777954973e-07,galactonate,6
ec:4.2.1.140,gluconate/galactonate dehydratase,9.82491777954973e-07,7.479761904255243e-07,1,9.82491777954973e-07,9.82491777954973e-07,galactonate,6
ec:1.1.99.42,4-pyridoxic acid dehydrogenase,9.437000666550148e-07,6.786215660433984e-07,1,9.437000666550148e-07,9.437000666550148e-07,pyridoxate,6
ec:3.1.1.27,4-pyridoxolactonase,9.437000666550148e-07,6.786215660433984e-07,1,9.437000666550148e-07,9.437000666550148e-07,pyridoxate,6
ec:3.5.1.31,formylmethionine deformylase,9.192427419422332e-07,6.457893572166554e-07,1,9.192427419422332e-07,9.192427419422332e-07,N-formylmethionine,6
ec:2.6.1.30,pyridoxamine---pyruvate transaminase,8.790309917989451e-07,6.657786751265452e-07,1,8.790309917989451e-07,8.790309917989451e-07,pyridoxal,6
ec:1.1.1.107,pyridoxal 4-dehydrogenase,8.790309917989451e-07,6.657786751265452e-07,1,8.790309917989451e-07,8.790309917989451e-07,pyridoxal,6
ec:2.6.1.54,pyridoxamine-phosphate transaminase,8.790309917989451e-07,6.657786751265452e-07,1,8.790309917989451e-07,8.790309917989451e-07,pyridoxal,6
ec:2.7.1.35,pyridoxal kinase,8.790309917989451e-07,6.657786751265452e-07,1,8.790309917989451e-07,8.790309917989451e-07,pyridoxal,6
ec:2.6.1.31,pyridoxamine---oxaloacetate transaminase,8.790309917989451e-07,6.657786751265452e-07,1,8.790309917989451e-07,8.790309917989451e-07,pyridoxal,6
ec:1.4.3.5,pyridoxal 5'-phosphate synthase,8.790309917989451e-07,6.657786751265452e-07,1,8.790309917989451e-07,8.790309917989451e-07,pyridoxal,6
ec:3.1.3.74,pyridoxal phosphatase,8.790309917989451e-07,6.657786751265452e-07,1,8.790309917989451e-07,8.790309917989451e-07,pyridoxal,6
ec:1.1.1.65,pyridoxine 4-dehydrogenase,8.790309917989451e-07,6.657786751265452e-07,1,8.790309917989451e-07,8.790309917989451e-07,pyridoxal,6
ec:1.1.3.12,pyridoxine 4-oxidase,8.790309917989451e-07,6.657786751265452e-07,1,8.790309917989451e-07,8.790309917989451e-07,pyridoxal,6
ec:2.1.1.4,acetylserotonin O-methyltransferase,8.226215742793038e-07,6.079012425532913e-07,1,8.226215742793038e-07,8.226215742793038e-07,5-hydroxyindoleacetate,6
ec:3.1.1.53,sialate O-acetylesterase,8.220635946111757e-07,5.522753377234928e-07,1,8.220635946111757e-07,8.220635946111757e-07,N-acetylneuraminate,6
ec:3.2.1.18,exo-alpha-sialidase,8.220635946111757e-07,5.522753377234928e-07,1,8.220635946111757e-07,8.220635946111757e-07,N-acetylneuraminate,6
ec:2.5.1.56,N-acetylneuraminate synthase,8.220635946111757e-07,5.522753377234928e-07,1,8.220635946111757e-07,8.220635946111757e-07,N-acetylneuraminate,6
ec:1.14.18.2,CMP-N-acetylneuraminate monooxygenase,8.220635946111757e-07,5.522753377234928e-07,1,8.220635946111757e-07,8.220635946111757e-07,N-acetylneuraminate,6
ec:3.1.3.29,N-acylneuraminate-9-phosphatase,8.220635946111757e-07,5.522753377234928e-07,1,8.220635946111757e-07,8.220635946111757e-07,N-acetylneuraminate,6
ec:2.3.1.44,N-acetylneuraminate 4-O-acetyltransferase,8.220635946111757e-07,5.522753377234928e-07,1,8.220635946111757e-07,8.220635946111757e-07,N-acetylneuraminate,6
ec:4.1.3.3,N-acetylneuraminate lyase,8.220635946111757e-07,5.522753377234928e-07,1,8.220635946111757e-07,8.220635946111757e-07,N-acetylneuraminate,6
ec:2.7.7.43,N-acylneuraminate cytidylyltransferase,8.220635946111757e-07,5.522753377234928e-07,1,8.220635946111757e-07,8.220635946111757e-07,N-acetylneuraminate,6
